age,age_onset,birthplace,filename,,male,61,usa,FALSE,english,578,
19,10,"skopje, macedonia",macedonian7,,male,1809,vietnam,FALSE,vietnamese,22,
20,8,"skopje, macedonia",macedonian8,,male,1850,vietnam,FALSE,vietnamese,22,
19,10,"skopje, macedonia",macedonian9,,female,1940,vietnam,FALSE,vietnamese,22,
44,20,"antananarivo, madagascar",malagasy1,,female,2010,vietnam,FALSE,vietnamese,22,
28,3,"kuala lumpur, malaysia",malay1,,female,2013,vietnam,FALSE,vietnamese,22,
22,5,"kuching, sarawak, malaysia",malay2,,male,396,vietnam,FALSE,vietnamese,22,
43,6,"seremban, negeri sembilan, malaysia",malay3,,female,2042,vietnam,FALSE,vietnamese,22,
21,8,"kuala lumpur, malaysia",malay4,,male,2099,vietnam,FALSE,vietnamese,22,
19,3,"kuala lumpur, malaysia",malay5,,male,2151,vietnam,FALSE,vietnamese,22,
24,5,"kerala state, kerala state, india",malayalam1,,female,397,vietnam,FALSE,vietnamese,22,
29,5,"trivandrum, kerala, india",malayalam2,,female,398,vietnam,FALSE,vietnamese,22,
19,3.5,"bangalore, india",malayalam3,,male,399,vietnam,FALSE,vietnamese,22,
18,3,"dubai, united arab emirates",malayalam4,,male,400,vietnam,FALSE,vietnamese,22,
30,4,"mosta, malta",maltese1,,female,401,vietnam,FALSE,vietnamese,22,
74,6,"marsa, malta",maltese2,,male,447,vietnam,FALSE,vietnamese,22,
26,13,"shanxi province, shanxi, china",mandarin1,,male,1134,vietnam,FALSE,vietnamese,22,
19,3,"beijing, china",mandarin10,,female,6,ethiopia,FALSE,amharic,20,
53,13,"kao-hsiung, taiwan",mandarin11,,female,998,ethiopia,FALSE,amharic,20,
23,1,"singapore, singapore",mandarin12,,female,1129,ethiopia,FALSE,amharic,20,
29,13,"nantou, taiwan",mandarin13,,female,1130,ethiopia,FALSE,amharic,20,
49,20,"dalian, liaoning, china",mandarin14,,female,1131,ethiopia,FALSE,amharic,20,
28,11,"tainan, taiwan",mandarin15,,male,1515,ethiopia,FALSE,amharic,20,
32,10,"taipei, taiwan",mandarin16,,male,1516,ethiopia,FALSE,amharic,20,
26,13,"wuhan, hubei, china",mandarin17,,male,1854,ethiopia,FALSE,amharic,20,
29,13,"taoyuan, taiwan",mandarin18,,male,1906,ethiopia,FALSE,amharic,20,
27,13,"qinzhou, guangxi, china",mandarin19,,female,2017,ethiopia,FALSE,amharic,20,
38,14,"nanjing, china",mandarin2,,female,2132,ethiopia,FALSE,amharic,20,
40,12,"ping tong, taiwan",mandarin20,,male,7,ethiopia,FALSE,amharic,20,
38,9,"chengdu, sichuan, china",mandarin21,,female,2135,ethiopia,FALSE,amharic,20,
39,11,"haikou, hainan, china",mandarin22,,male,8,ethiopia,FALSE,amharic,20,
46,13,"kao-hsiung, taiwan",mandarin23,,male,9,ethiopia,FALSE,amharic,20,
21,10,"shanghai, china",mandarin24,,male,10,ethiopia,FALSE,amharic,20,
28,13,"wuxi, jiangsu, china",mandarin25,,female,985,ethiopia,FALSE,amharic,20,
31,12,"emei, sichuan, china",mandarin26,,male,989,ethiopia,FALSE,amharic,20,
18,15,"chengdu, sichuan, china",mandarin27,,female,990,ethiopia,FALSE,amharic,20,
45,15,"shanghai, china",mandarin28,,male,991,ethiopia,FALSE,amharic,20,
24,4,"lanzhou, gansu, china",mandarin29,,male,295,romania,FALSE,romanian,20,
43,10,"jilin city, jilin, china",mandarin3,,female,692,romania,FALSE,romanian,20,
27,13,"taipei, taiwan",mandarin30,,male,693,romania,FALSE,romanian,20,
26,13,"wenzhou, zhejiang, china",mandarin31,,female,865,moldova,FALSE,romanian,20,
23,12,"taipei, taiwan",mandarin32,,male,930,romanian,FALSE,romanian,20,
25,6,"beijing, china",mandarin33,,female,973,moldova,FALSE,romanian,20,
31,13,"shi jia zhuang, hebei, china",mandarin34,,female,980,romania,FALSE,romanian,20,
27,12,"yantai, shandong, china",mandarin35,,female,996,romania,FALSE,romanian,20,
32,10,"beijing, china",mandarin36,,female,1099,moldova,FALSE,romanian,20,
32,12,"huhot, nei meng gu, china",mandarin37,,female,1448,ukraine,FALSE,romanian,20,
33,12,"changsha, hunan, china",mandarin38,,male,1557,moldova,FALSE,romanian,20,
24,12,"tie ling, liaoning, china",mandarin39,,male,296,romania,FALSE,romanian,20,
24,6,"shanghai, china",mandarin4,,female,1599,romania,FALSE,romanian,20,
28,12,"chengdu, sichuan, china",mandarin40,,male,297,romania,FALSE,romanian,20,
34,13,"songyuan, jilin, china",mandarin41,,female,298,romania,FALSE,romanian,20,
47,16,"yanbian, jilin, china",mandarin42,,female,688,romania,FALSE,romanian,20,
24,15,"datong, shanxi, china",mandarin43,,male,689,romania,FALSE,romanian,20,
21,16,"hangzhou, zhejiang, china",mandarin44,,male,694,romania,FALSE,romanian,20,
42,12,"beijing, china",mandarin45,,male,690,romania,FALSE,romanian,20,
43,9,"jilin city, jilin, china",mandarin46,,female,691,romania,FALSE,romanian,20,
28,8,"beijing, china",mandarin47,,female,351,sweden,FALSE,swedish,20,
37,12,"pingdingshan, henan, china",mandarin48,,female,1065,sweden,FALSE,swedish,20,
21,10,"shanghai, china",mandarin49,,female,1195,finland,FALSE,swedish,20,
31,12,"beijing, china",mandarin5,,male,1441,sweden,FALSE,swedish,20,
25,9,"hsinchu, taiwan",mandarin50,,female,1445,sweden,FALSE,swedish,20,
25,10,"tianjin, hebei, china",mandarin51,,male,1752,sweden,FALSE,swedish,20,
26,6,"shaoxing, zhejiang, china",mandarin52,,male,1824,sweden,FALSE,swedish,20,
38,13,"ningbo, zhejiang, china",mandarin53,,female,1836,sweden,FALSE,swedish,20,
25,10,"chengdu, sichuan, china",mandarin54,,female,1861,sweden,FALSE,swedish,20,
25,13,"loudi, hunan, china",mandarin55,,male,1992,sweden,FALSE,swedish,20,
26,11,"baoding, hebei, china",mandarin56,,male,2011,finland,FALSE,swedish,20,
20,12,"shanghai, china",mandarin57,,male,352,sweden,FALSE,swedish,20,
23,7,"superior, colorado, usa",mandarin58,,male,2065,sweden,FALSE,swedish,20,
20,6,"kunming, yunnan, china",mandarin59,,male,353,sweden,FALSE,swedish,20,
28,12,"le shan, sichuan, china",mandarin6,,male,354,sweden,FALSE,swedish,20,
41,13,"guiyang, guizhou, china",mandarin60,,male,454,sweden,FALSE,swedish,20,
33,16,"shangrao, jiangxi, china",mandarin61,,male,620,sweden,FALSE,swedish,20,
24,7,"shanghai, china",mandarin62,,female,630,sweden,FALSE,swedish,20,
27,12,"jiaozuo, henan, china",mandarin63,,female,701,finland,FALSE,swedish,20,
24,10,"fuzhou, fujian, china",mandarin64,,male,1027,sweden,FALSE,swedish,20,
20,5,"tianjin, hebei, china",mandarin65,,female,40,bulgaria,FALSE,bulgarian,18,
22,5,"berkeley, california, usa",mandarin7,,female,965,bulgaria,FALSE,bulgarian,18,
29,12,"jingmen, hubei, china",mandarin8,,male,966,bulgaria,FALSE,bulgarian,18,
38,12,"shanghai, china",mandarin9,,female,1446,bulgaria,FALSE,bulgarian,18,
36,9,"freetown, sierra leone",mandingo1,,male,1512,bulgaria,FALSE,bulgarian,18,
23,12,"ziguinchor, senegal",mandinka1,,male,1611,bulgaria,FALSE,bulgarian,18,
27,15,"goudomp, senegal",mankanya1,,male,1859,bulgaria,FALSE,bulgarian,18,
21,3,"bombay, india",marathi1,,male,1880,bulgaria,FALSE,bulgarian,18,
28,10,"madras, india",marathi2,,female,1915,bulgaria,FALSE,bulgarian,18,
31,2,"bombay, india",marathi3,,male,2024,bulgaria,FALSE,bulgarian,18,
21,5,"port louis, mauritius",mauritian1,,female,41,bulgaria,FALSE,bulgarian,18,
48,7,"grand port, mauritius",mauritian2,,male,42,bulgaria,FALSE,bulgarian,18,
35,5,"harbel, liberia",mende1,,male,43,bulgaria,FALSE,bulgarian,18,
21,2,"freetown, sierra leone",mende2,,male,44,bulgaria,FALSE,bulgarian,18,
32,5,"freetown, sierra leone",mende3,,male,557,bulgaria,FALSE,bulgarian,18,
18,8,"krinkrin, rio coco, nicaragua",miskito1,,male,566,bulgaria,FALSE,bulgarian,18,
18,13,"kum, rio coco, nicaragua",miskito10,,female,848,bulgaria,FALSE,bulgarian,18,
18,11,"bilwi, puerto cabezas, nicaragua",miskito11,,female,923,bulgaria,FALSE,bulgarian,18,
18,7,"bilwi, puerto cabezas, nicaragua",miskito2,,male,207,india,FALSE,hindi,18,
32,14,"bilwi, puerto cabezas, nicaragua",miskito3,,female,1202,india,FALSE,hindi,18,
18,15,"bilwi, puerto cabezas, nicaragua",miskito4,,male,1437,india,FALSE,hindi,18,
18,7,"bilwi, puerto cabezas, nicaragua",miskito5,,female,1440,india,FALSE,hindi,18,
19,12,"bilwi, puerto cabezas, nicaragua",miskito6,,female,1633,india,FALSE,hindi,18,
20,15,"bilwi, puerto cabezas, nicaragua",miskito7,,male,1697,india,FALSE,hindi,18,
18,12,"walakitang, rio coco, nicaragua",miskito8,,female,1794,india,FALSE,hindi,18,
40,38,"bilwi, puerto cabezas, nicaragua",miskito9,,male,1966,india,FALSE,hindi,18,
37,6,"mandalay, myanmar",mizo1,,female,1988,india,FALSE,hindi,18,
54,15,"mango, togo",moba1,,female,2125,india,FALSE,hindi,18,
18,15,"ulaanbaatar, mongolia",mongolian1,,male,587,india,FALSE,hindi,18,
22,17,"ulaanbaatar, mongolia",mongolian2,,male,593,india,FALSE,hindi,18,
38,10,"ulaanbaatar, mongolia",mongolian3,,female,765,india,FALSE,hindi,18,
19,15,"ulaanbaatar, mongolia",mongolian4,,female,845,india,FALSE,hindi,18,
23,9,"sofia, bulgaria",mongolian5,,female,866,india,FALSE,hindi,18,
29,26,"sukhbaatar, mongolia",mongolian6,,female,867,india,FALSE,hindi,18,
28,28,"darhan, mongolia",mongolian7,,male,910,india,FALSE,hindi,18,
25,5,"jining, inner mongolia, china",mongolian8,,male,1017,india,FALSE,hindi,18,
19,5,"yekaterinburg, russia",mongolian9,,female,314,bosnia,FALSE,serbian,18,
29,12,"tenkodogo, burkina faso",moore1,,male,727,serbia,FALSE,serbian,18,
21,6,"weno, chuuk, federated states of micronesia",mortlockese1,,male,744,serbia,FALSE,serbian,18,
44,12,"rehoboth, namibia",nama1,,female,894,serbia,FALSE,serbian,18,
35,18,"eldoret, kenya",nandi1,,female,945,bosnia and herzegovina,FALSE,serbian,18,
24,12,"shangri-la, yunnan, china",naxi1,,female,988,montenegro,FALSE,serbian,18,
22,5,"katmandu, nepal",nepali1,,female,1079,bosnia and herzegovina,FALSE,serbian,18,
23,3,"katmandu, nepal",nepali10,,male,1157,serbia,FALSE,serbian,18,
24,20,"katmandu, nepal",nepali11,,female,1283,serbia,FALSE,serbian,18,
26,6,"katmandu, nepal",nepali12,,male,1542,serbia,FALSE,serbian,18,
25,5,"katmandu, nepal",nepali13,,male,315,yugoslavia,FALSE,serbian,18,
37,14,"katmandu, nepal",nepali2,,male,530,serbia,FALSE,serbian,18,
36,4,"dharan, nepal",nepali3,,male,704,serbia,FALSE,serbian,18,
25,5,"pokhara, nepal",nepali4,,male,722,serbia,FALSE,serbian,18,
39,9,"chisapani, nepal",nepali5,,male,723,serbia,FALSE,serbian,18,
24,6,"bhadrapur, nepal",nepali6,,female,724,serbia,FALSE,serbian,18,
19,7,"chitwan, nepal",nepali7,,male,726,serbia,FALSE,serbian,18,
20,5,"pokhara, nepal",nepali8,,female,725,serbia,FALSE,serbian,18,
36,10,"baglung, nepal",nepali9,,male,359,philippines,FALSE,tagalog,18,
29,5,"katmandu, nepal",newari1,,female,1812,philippines,FALSE,tagalog,18,
41,15,"bota, cameroon",ngemba1,,female,1837,philippines,FALSE,tagalog,18,
63,6,"bamenda, cameroon",ngemba2,,female,1851,philippines,FALSE,tagalog,18,
41,15,"bilwi, puerto cabezas, nicaragua",nicaragua,,female,1954,philippines,FALSE,tagalog,18,
33,10,"drammen, norway",norwegian1,,female,2002,philippines,FALSE,tagalog,18,
55,12,"oslo, norway",norwegian2,,female,2108,philippines,FALSE,tagalog,18,
19,5,"volda, norway",norwegian3,,male,2128,philippines,FALSE,tagalog,18,
23,10,"lakselv, norway",norwegian4,,male,2146,usa,FALSE,tagalog,18,
41,9,"oslo, norway",norwegian5,,female,2147,philippines,FALSE,tagalog,18,
29,10,"askim, norway",norwegian6,,female,360,philippines,FALSE,tagalog,18,
30,15,"ayod, sudan",nuer1,,female,361,solomon islands,FALSE,tagalog,18,
35,5,"bargarh, orissa, india",oriya1,,female,470,philippines,FALSE,tagalog,18,
32,6,"orissa, india",oriya2,,female,677,philippines,FALSE,tagalog,18,
33,11,"wellga, ethiopia",oromo1,,male,805,philippines,FALSE,tagalog,18,
33,10,"yabello, burana, ethiopia",oromo2,,male,1364,philippines,FALSE,tagalog,18,
35,8,"dembi dollo, ethiopia",oromo3,,female,1627,philippines,FALSE,tagalog,18,
27,5,"willemstad, curacao",papiamentu1,,male,1764,philippines,FALSE,tagalog,18,
23,10,"willemstad, curacao",papiamentu2,,male,34,bangladesh,FALSE,bengali,17,
47,12,"kabul, kandahar, afghanistan",pashto1,,female,1009,bangladesh,FALSE,bengali,17,
26,5,"mansehra, pakistan",pashto10,,male,1018,india,FALSE,bengali,17,
26,26,"kabul, kandahar, afghanistan",pashto2,,female,1682,bangladesh,FALSE,bengali,17,
36,7,"kandahar, afghanistan",pashto3,,female,1825,bangladesh,FALSE,bengali,17,
18,6,"peshawar, pakistan",pashto4,,male,1973,india,FALSE,bengali,17,
52,22,"kandahar, afghanistan",pashto5,,female,2004,bangladesh,FALSE,bengali,17,
59,17,"kandahar, afghanistan",pashto6,,female,2073,bangladesh,FALSE,bengali,17,
42,20,"kabul, afghanistan",pashto7,,female,2139,bangladesh,FALSE,bengali,17,
39,17,"paktia, afghanistan",pashto8,,female,35,zambia,FALSE,bengali,17,
56,18,"kabul, afghanistan",pashto9,,female,36,bangladesh,FALSE,bengali,17,
18,3,"kolonia, pohnpei, federated states of micronesia",pohnpeian1,,male,37,bangladesh,FALSE,bengali,17,
26,23,"janow, poland",polish1,,female,622,bangladesh,FALSE,bengali,17,
30,15,"wolanow, poland",polish10,,male,624,india,FALSE,bengali,17,
56,10,"warsaw, poland",polish11,,male,710,bangladesh,FALSE,bengali,17,
40,20,"warsaw, poland",polish12,,male,709,bangladesh,FALSE,bengali,17,
22,14,"gryfino, western pomerania, poland",polish13,,female,987,india,FALSE,bengali,17,
97,35,"warsaw, poland",polish14,,male,390,pakistan,FALSE,urdu,16,
25,9,"ketrzyn, poland",polish15,,male,1566,pakistan,FALSE,urdu,16,
19,8,"koszalin, poland",polish16,,male,1576,pakistan,FALSE,urdu,16,
33,13,"krakow, poland",polish17,,female,1628,pakistan,FALSE,urdu,16,
18,5,"bialystok, poland",polish18,,female,1795,pakistan,FALSE,urdu,16,
24,7,"belchatow, poland",polish19,,male,2038,pakistan,FALSE,urdu,16,
26,25,"mielec, poland",polish2,,male,2102,pakistan,FALSE,urdu,16,
53,4,"gdansk, poland",polish20,,male,2152,pakistan,FALSE,urdu,16,
30,10,"kolobrzeg, poland",polish21,,female,391,pakistan,FALSE,urdu,16,
19,11,"koszalin, poland",polish22,,male,423,pakistan,FALSE,urdu,16,
21,8,"lobez, poland",polish23,,male,854,kuwait,FALSE,urdu,16,
20,10,"koszalin, poland",polish24,,male,953,pakistan,FALSE,urdu,16,
20,11,"koszalin, poland",polish25,,female,1014,india,FALSE,urdu,16,
19,16,"bytow, poland",polish26,,male,1061,pakistan,FALSE,urdu,16,
19,6,"koszalin, poland",polish27,,female,1510,united arab emirates,FALSE,urdu,16,
20,10,"koszalin, poland",polish28,,female,1539,usa,FALSE,urdu,16,
20,11,"sianow, poland",polish29,,male,195,greece,FALSE,greek,15,
31,12,"nowy sacz, poland",polish3,,male,1620,cyprus,FALSE,greek,15,
21,9,"koszalin, poland",polish30,,female,1634,greece,FALSE,greek,15,
34,16,"trzebnica, poland",polish31,,male,1712,usa,FALSE,greek,15,
42,14,"torun, poland",polish32,,female,1804,albania,FALSE,greek,15,
21,7,"nowa ruda, poland",polish33,,female,1816,usa,FALSE,greek,15,no
48,12,"wroclaw, poland",polish34,,female,1839,israel,FALSE,greek,15,
47,15,"krakow, poland",polish4,,female,196,greece,FALSE,greek,15,
22,9,"ozarow maz, poland",polish5,,female,197,greece,FALSE,greek,15,
26,8,"torun, poland",polish6,,male,570,greece,FALSE,greek,15,
20,6,"przemet, poland",polish7,,male,621,cyprus,FALSE,greek,15,
20,11,"otwock, poland",polish8,,female,813,greece,FALSE,greek,15,
23,15,"ostroleka, poland",polish9,,male,1102,greece,FALSE,greek,15,
37,16,"bahia, brazil",portuguese1,,male,1415,greece,FALSE,greek,15,
21,13,"novo hamburgo, rio grande do sul, brazil",portuguese10,,female,1418,greece,FALSE,greek,15,
40,7,"sao paulo, brazil",portuguese11,,female,371,thailand,FALSE,thai,15,
36,12,"lisbon, portugal",portuguese12,,male,1488,thailand,FALSE,thai,15,
18,9,"santa maria, rio grande do sul, brazil",portuguese13,,male,1673,thailand,FALSE,thai,15,
25,8,"sao paulo, brazil",portuguese14,,male,1721,thailand,FALSE,thai,15,
54,9,"sao paulo, brazil",portuguese15,,female,1829,thailand,FALSE,thai,15,
25,15,"porto alegre, brazil",portuguese16,,female,2066,thailand,FALSE,thai,15,
18,15,"salinas, brazil",portuguese17,,female,2131,thailand,FALSE,thai,15,
50,12,"almada, portugal",portuguese18,,male,372,thailand,FALSE,thai,15,
32,4,"florianopolis, brazil",portuguese19,,male,373,thailand,FALSE,thai,15,
18,10,"brasilia, brazil",portuguese2,,female,448,thailand,FALSE,thai,15,
21,10,"campinas, brazil",portuguese20,,male,612,thailand,FALSE,thai,15,
23,17,"sao paulo, brazil",portuguese21,,male,698,thailand,FALSE,thai,15,
43,17,"luanda, angola",portuguese22,,female,898,thailand,FALSE,thai,15,
29,10,"curitiba, brazil",portuguese23,,male,1055,thailand,FALSE,thai,15,
22,11,"santos, brazil",portuguese24,,female,1103,thailand,FALSE,thai,15,
20,18,"rio de janeiro, brazil",portuguese25,,female,271,nepal,FALSE,nepali,13,
25,10,"campo grande, brazil",portuguese26,,female,1770,nepal,FALSE,nepali,13,
33,8,"sao paulo, brazil",portuguese27,,female,1865,nepal,FALSE,nepali,13,
36,10,"sao paulo, brazil",portuguese28,,female,1978,nepal,FALSE,nepali,13,
28,8,"vitoria, brazil",portuguese29,,female,2021,nepal,FALSE,nepali,13,
18,15,"blumenau, brazil",portuguese3,,female,757,nepal,FALSE,nepali,13,
26,24,"juiz de fora, brazil",portuguese30,,male,807,nepal,FALSE,nepali,13,
29,16,"belo horizonte, brazil",portuguese31,,male,830,nepal,FALSE,nepali,13,
29,12,"volta redonda, brazil",portuguese32,,male,1495,nepal,FALSE,nepali,13,
38,28,"brasilia, brazil",portuguese33,,male,1499,nepal,FALSE,nepali,13,
18,14,"porto alegre, brazil",portuguese34,,male,1513,nepal,FALSE,nepali,13,
22,9,"sao paulo, brazil",portuguese35,,male,1514,nepal,FALSE,nepali,13,
39,15,"uberlandia, brazil",portuguese36,,male,1761,nepal,FALSE,nepali,13,
43,26,"sao paulo, brazil",portuguese37,,male,2067,nicaragua,FALSE,miskito,11,
25,15,"rio de janeiro, brazil",portuguese38,,male,2090,nicaragua,FALSE,miskito,11,
26,8,"sao paulo, brazil",portuguese39,,female,2093,nicaragua,FALSE,miskito,11,
20,15,"cabinda, angola",portuguese4,,female,2068,nicaragua,FALSE,miskito,11,
23,0,"london, england, uk",portuguese40,,male,2069,nicaragua,FALSE,miskito,11,
22,10,"mexico city, mexico",portuguese41,,male,2070,nicaragua,FALSE,miskito,11,
24,21,"luanda, angola",portuguese42,,female,2071,nicaragua,FALSE,miskito,11,
32,8,"coronel fabriciano, minas gerais, brazil",portuguese43,,male,2082,nicaragua,FALSE,miskito,11,
38,24,"rio de janeiro, brazil",portuguese44,,male,2083,nicaragua,FALSE,miskito,11,
19,7,"salvador, brazil",portuguese45,,male,2088,nicaragua,FALSE,miskito,11,
65,11,"cascais, portugal",portuguese46,,male,2089,nicaragua,FALSE,miskito,11,
22,12,"rosario do sul, brazil",portuguese47,,male,649,ukraine,FALSE,ukrainian,11,
31,26,"sao paulo, brazil",portuguese48,,female,1852,ukraine,FALSE,ukrainian,11,
31,13,"lubango, angola",portuguese5,,female,1999,ukraine,FALSE,ukrainian,11,
44,15,"sao paulo, brazil",portuguese6,,female,844,ukraine,FALSE,ukrainian,11,
40,11,"vitoria, brazil",portuguese7,,female,864,ukraine,FALSE,ukrainian,11,
26,7,"fortaleza, brazil",portuguese8,,male,940,ukraine,FALSE,ukrainian,11,
18,14,"sao paulo, brazil",portuguese9,,male,955,ukraine,FALSE,ukrainian,11,
53,12,"dakar, senegal",pulaar1,,female,1056,ukraine,FALSE,ukrainian,11,
44,13,"rufisque, senegal",pulaar2,,male,1091,ukraine,FALSE,ukrainian,11,
53,30,"dakar, senegal",pulaar3,,male,1379,ukraine,FALSE,ukrainian,11,
34,10,"sargodha, pakistan",punjabi1,,male,1520,ukraine,FALSE,ukrainian,11,
22,11,"ludhiana, india",punjabi10,,male,246,iraq,FALSE,kurdish,10,
26,10,"hoshiarpur, india",punjabi2,,male,1767,iraq,FALSE,kurdish,10,
19,6,"moga, punjab, india",punjabi3,,male,669,iraq,FALSE,kurdish,10,
33,3,"moga, india",punjabi4,,female,809,iraq,FALSE,kurdish,10,
49,5,"ropar, punjab, india",punjabi5,,male,1098,iraq,FALSE,kurdish,10,
25,5,"lahore, pakistan",punjabi6,,male,1180,iraq,FALSE,kurdish,10,
22,5,"lahore, pakistan",punjabi7,,female,1197,iraq,FALSE,kurdish,10,
44,13,"jilandhar, punjab, india",punjabi8,,male,1318,iran,FALSE,kurdish,10,
19,11,"kot kapura, india",punjabi9,,female,1731,iraq,FALSE,kurdish,10,
53,15,"cochabamba, bolivia",quechua1,,male,1766,iraq,FALSE,kurdish,10,
32,27,"huanuco, provincia dos de mayo, peru",quechua2,,female,696,afghanistan,FALSE,pashto,10,
24,12,"timisoara, romania",romanian1,,female,1919,pakistan,FALSE,pashto,10,
27,11,"bucharest, romania",romanian10,,female,792,afghanistan,FALSE,pashto,10,
39,14,"buzau, romania",romanian11,,female,963,afghanistan,FALSE,pashto,10,
38,12,"chisinau, moldova",romanian12,,female,1010,pakistan,FALSE,pashto,10,
46,12,"babadag, romanian",romanian13,,female,1355,afghanistan,FALSE,pashto,10,
25,13,"costesti, moldova",romanian14,,male,1356,afghanistan,FALSE,pashto,10,
27,8,"bucharest, romania",romanian15,,female,1357,afghanistan,FALSE,pashto,10,
25,9,"bucharest, romania",romanian16,,male,1714,afghanistan,FALSE,pashto,10,
55,48,"chisinau, moldova",romanian17,,male,1820,afghanistan,FALSE,pashto,10,
43,28,"solotvino, ukraine",romanian18,,male,291,pakistan,FALSE,punjabi,10,
19,8,"chisinau, moldova",romanian19,,male,2040,india,FALSE,punjabi,10,
62,14,"bucharest, romania",romanian2,,male,292,india,FALSE,punjabi,10,
34,19,"bucharest, romania",romanian20,,male,751,india,FALSE,punjabi,10,
50,32,"birtem, romania",romanian3,,female,836,india,FALSE,punjabi,10,
35,32,"bucharest, romania",romanian4,,male,1612,india,FALSE,punjabi,10,
47,12,"bucharest, romania",romanian5,,male,1758,pakistan,FALSE,punjabi,10,
35,12,"bucharest, romania",romanian6,,male,1759,pakistan,FALSE,punjabi,10,
33,11,"bucharest, romania",romanian7,,male,1782,india,FALSE,punjabi,10,
47,12,"bucharest, romania",romanian8,,male,2039,india,FALSE,punjabi,10,
28,10,"bacau, romania",romanian9,,male,4,kosovo,FALSE,albanian,9,
43,5,"vatukoula, fiji",rotuman1,,male,5,albania,FALSE,albanian,9,
52,7,"rotuma, rotuma, fiji",rotuman2,,male,458,albania,FALSE,albanian,9,
36,14,"bururi, burundi",rundi1,,male,868,kosovo,FALSE,albanian,9,
37,36,"nizhni novgorod, russia",russian1,,male,946,albania,FALSE,albanian,9,
20,5,"moscow, russia",russian10,,female,1081,kosovo,FALSE,albanian,9,
54,13,"ola magadan, russia",russian11,,female,1403,kosovo,FALSE,albanian,9,
62,53,"st. petersburg, russia",russian12,,female,1404,kosovo,FALSE,albanian,9,
26,10,"moscow, russia",russian13,,female,1706,albania,FALSE,albanian,9,
33,18,"pskov, russia",russian14,,male,38,bosnia and herzegovina,FALSE,bosnian,9,
34,12,"ayaguz, kazakhstan",russian15,,male,39,bosnia and herzegovina,FALSE,bosnian,9,
35,11,"minsk, belarus",russian16,,female,808,bosnia and herzegovina,FALSE,bosnian,9,
37,18,"pskov, russia",russian17,,male,943,bosnia and herzegovina,FALSE,bosnian,9,
23,13,"komsomolsk-on-amur, russia",russian18,,female,944,bosnia and herzegovina,FALSE,bosnian,9,
40,17,"zhezkazgan, kazakhstan",russian19,,female,1025,bosnia and herzegovina,FALSE,bosnian,9,
50,10,"izmail, ukraine",russian2,,female,1058,bosnia and herzegovina,FALSE,bosnian,9,
28,17,"kostanai, kazakhstan",russian20,,female,1082,bosnia and herzegovina,FALSE,bosnian,9,
46,10,"moscow, russia",russian21,,male,1289,bosnia and herzegovina,FALSE,bosnian,9,
30,11,"riga, latvia",russian22,,female,53,czech republic,FALSE,czech,9,
21,5,"zaporizhzhya, ukraine",russian23,,male,560,czech republic,FALSE,czech,9,
33,19,"sochi, russia",russian24,,male,653,czech republic,FALSE,czech,9,
58,41,"orhei, moldova",russian25,,female,879,czech republic,FALSE,czech,9,
23,17,"chisinau, moldova",russian26,,female,1066,czech republic,FALSE,czech,9,
21,14,"moscow, russia",russian27,,male,1248,czech republic,FALSE,czech,9,
25,11,"minsk, belarus",russian28,,female,1501,czech republic,FALSE,czech,9,
21,6,"chisinau, moldova",russian29,,female,1822,czech republic,FALSE,czech,9,
35,6,"zaporizhzhya, ukraine",russian3,,male,2140,czech republic,FALSE,czech,9,
18,12,"stavropol, russia",russian30,,male,198,india,FALSE,gujarati,9,
21,4,"tallinn, estonia",russian31,,male,199,india,FALSE,gujarati,9,
31,14,"kiev, ukraine",russian32,,female,200,ireland,FALSE,gujarati,9,
24,17,"karaganda, kazakhstan",russian33,,female,610,india,FALSE,gujarati,9,
19,15,"vladivostok, russia",russian34,,female,1016,india,FALSE,gujarati,9,
27,16,"dresden, germany",russian35,,male,1143,india,FALSE,gujarati,9,
25,20,"moscow, russia",russian36,,female,1504,india,FALSE,gujarati,9,
31,10,"st. petersburg, russia",russian37,,female,1678,india,FALSE,gujarati,9,
84,18,"gomel, belarus",russian38,,male,2041,india,FALSE,gujarati,9,
25,5,"brooklyn, new york, usa",russian39,,male,1034,nigeria,FALSE,hausa,9,
68,38,"moscow, russia",russian4,,male,1035,nigeria,FALSE,hausa,9,
23,8,"bishkek, kyrgyzstan",russian40,,female,1036,nigeria,FALSE,hausa,9,
30,10,"nizhni novgorod, russia",russian41,,male,1039,nigeria,FALSE,hausa,9,
24,4,"moscow, russia",russian42,,female,1047,niger,FALSE,hausa,9,
27,8,"st. petersburg, russia",russian43,,male,1048,nigeria,FALSE,hausa,9,
29,6,"penza, russia",russian44,,male,1050,nigeria,FALSE,hausa,9,
68,14,"st. petersburg, russia",russian45,,male,1136,nigeria,FALSE,hausa,9,
24,7,"perm, russia",russian46,,male,1408,nigeria,FALSE,hausa,9,
26,6,"saransk, russia",russian47,,male,202,israel,FALSE,hebrew,9,
29,6,"fergana, uzbekistan",russian48,,male,203,israel,FALSE,hebrew,9,
25,15,"khabarovsk, russia",russian5,,male,204,israel,FALSE,hebrew,9,
26,11,"moscow, russia",russian6,,female,205,israel,FALSE,hebrew,9,
54,13,"kiev, ukraine",russian7,,male,206,israel,FALSE,hebrew,9,
66,12,"moscow, russia",russian8,,female,411,israel,FALSE,hebrew,9,
